Ticker,Name,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary
2552,HUA MEDICINE-B,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Hua Medicine (Shanghai) Ltd. operates as a drug development company that focuses on therapies for the treatment of diabetes in China. It develops Dorzagliatin or HMS5552, an oral drug for the treatment of Type 2 Diabetes (T2D); and Dorzagliatin in combination with Metformin, Sitagliptin, and Empagliflozin for treatment of T2D and DKD. The company also offers Dorzagliatin in combination with GLP1RA for T2D and obesity; in combination with insulin to treat Type 1 Diabetes; second generation glucokinase (GK) inhibitor for metabolic disease; mGLUR5 negative allosteric modulator (NAM) for PD-LID and drug addiction; and GK NAM for metabolic disease. The company was incorporated in 2011 and is based in Shanghai, China."
2555,CHABAIDAO,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Sichuan Baicha Baidao Industrial Co., Ltd. provides tea drink products in the People's Republic of China. It is also involved in the supply chain management activities; franchise management, marketing campaigns, and operation activities; production of biodegradable straws and packaging; IT services and maintenance activities; provision of trainings franchisees; and provision for logistics and distribution services. The company offers its products through self-operated and franchised stores under the ChaPanda brand name. Sichuan Baicha Baidao Industrial Co., Ltd. was founded in 2008 and is headquartered in Chengdu, the People's Republic of China. Sichuan Baicha Baidao Industrial Co., Ltd. operates as a subsidiary of Sichuan Hengsheng Herui Industrial Group Co., Ltd."
2556,MARKETINGFORCE,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Marketingforce Management Ltd provides software as a service (SaaS) solution in China. The company offers T Cloud, a marketing SaaS product that addresses users' various needs for intelligent marketing; and True Client, a customer resource management platform integrated with the social platform for customer relationship management and data analytics. It also provides online advertisement services, including advertising campaign planning, advertising content production, ongoing monitoring, and real-time optimization; and online advertisement distribution services, such as account management, and advertisement production and distribution. The company was founded in 2009 and is headquartered in Shanghai, China."
2558,JINSHANG BANK,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Jinshang Bank Co., Ltd. provides various banking products and services in China. It operates through Corporate Banking, Retail Banking, and Treasury Business segments. The company offers corporate banking products and services, including corporate loans and advances; deposit taking activities; and trade financing, agency, wealth management, consulting and advisory, remittance and settlement, and guarantee services to corporations, government agencies, and financial institutions. It also provides retail banking products and services, such as personal loans, personal wealth management services, deposit-taking activities, and remittance services to retail customers. In addition, the company engages in the treasury business operations, such as inter-bank money market and repurchases transactions, interbank investments, and debt security trading activities, as well as debt issuance activities. Further, the company involved in investment management business, including debt securities investment; debt securities distribution activities; and underwriting debt financing instruments. Additionally, it provides special purpose vehicle investment services to invests in trust plans, asset management plans, and mutual funds. The company was formerly known as Taiyuan City Commercial Bank Co., Ltd. and changed its name to Jinshang Bank Co., Ltd. in December 2008. Jinshang Bank Co., Ltd. was incorporated in 1998 and is headquartered in Taiyuan, China."
2559,DIDA INC,Rental & Leasing Services,rental-leasing-services,Rental & Leasing Services,Industrials,industrials,Industrials,"Dida Inc., a technology-driven platform, provides carpooling marketplace and smart taxi services. It offers online-hailing solutions, including Dida Taxi App for taxi drivers and Dida Mobility App for riders; Dida WeChat mini-program for riders; and Phoenix Taxi Cloud, a cloud-based taxi management toolkit for taxi companies to streamline the operation and management of their fleets. The company also develops other smart taxi services for roadside-hailing, which are delivered by various digital toolkits for riders to bring the mobile internet to the taxi hailing and riding experience. In addition, it provides advertising and other services; software and information services; and travel services. The company serves enterprise customers comprising taxi operators and associations, as well as individual users. Dida Inc. was incorporated in 2014 and is headquartered in Beijing, the People's Republic of China."
2562,SYNAGISTICS,Shell Companies,shell-companies,Shell Companies,Financial Services,financial-services,Financial Services,"HK Acquisition Corporation focuses on acquisition of or a business combination with one or more companies or operating businesses. It intends to focus primarily on companies in the financial services and technology sectors. The company was incorporated in 2022 and is based in Causeway Bay, Hong Kong."
2563,BIOSTAR PHARM-B,0,0,0,0,0,0,0
2567,QINIU,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Qiniu Limited provides audiovisual cloud services in China. The company's principal products and services include media platform as a service (MPaaS) products, which include a range of audiovisual solutions, such as content delivery network, which accelerates content delivery (QCDN); object storage platform, which stores content (Kodo); interactive live streaming products, which enable real-time streaming of audiovisual content; and intelligent media data analytics platform, which offers an array of data processing and analytic capabilities (Dora). Its principal products also comprise application platform as a service (APaaS) solutions, which are scenario-based audiovisual solutions based on its MPaaS capabilities and leveraging its low-code platform to enable customers to gain access to different functionalities with steps of deployment to achieve their business aim. The company operates a base of customers across various industries, including pan-entertainment, social networking, healthcare, e-commerce, education, media, financial services, automotive, telecommunications, and intelligent manufacturing. Qiniu Limited was incorporated in 2011 and is headquartered in Shanghai, China."
2576,TAIMEI TECH,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Zhejiang Taimei Medical Technology Co., Ltd. provides digital operation platform for the biopharma industry in China. The company offers TrialOS, a drug digital cooperation platform that connects the cycle of hospitals, pharmaceutical companies, third-party providers, regulatory authorities, patients, and other industry stakeholders. It offers software solutions, such as eCooperate, a clinical trial cooperation platform that optimizes clinical research operations management systems, as well as support decision-making with big data technology; eArchives, a clinical trial master file system; eCollect, an electronic data capture system; eCollege, a training management system; eQuality, an electronic quality audit system; eBalance, an interactive Web-based response system; eVisit Patient Reported Outcomes, a solution that enhances the ability of patients to enter data and the accuracy of clinical trial data; eTime, a project man-hour management system; and eImage, a medical image reading system. It also provides hospital software, including eTrial, a phase I ward management system; eSite, a clinical trial management system for GCP sites; GCP-X, an intelligent clinical trial platform; NomenCTMS, a clinical research project management system for GCP sites; eScreening, a subject information management and duplicate checking system; Intelligent Investigator, an initiated clinical trial platform; IIT-EDC, a clinical research data management platform; and Investigator-Initiated Clinical Trial Management System, a project management system. In addition, the company offers pharmacovigilance software solutions, such as eSafety global pharmacovigilance system; eSafety, an intelligent professional information system for pharmacovigilance; and SAE Manager, a safety data communication and management system for clinical trials. Further, it provides marketing software and digital innovation solutions. The company was founded in 2013 and is headquartered in Jiaxing, China."
2588,BOC AVIATION,Rental & Leasing Services,rental-leasing-services,Rental & Leasing Services,Industrials,industrials,Industrials,"BOC Aviation Limited, together with its subsidiaries, operates as an aircraft operating leasing company in Mainland China, Hong Kong, Macau, Taiwan, rest of the Asia Pacific, the Americas, Europe, the Middle East, and Africa. It offers a range of services to airlines and aircraft owners, including direct operating and finance leases, sale and leaseback facilities, engine finance leases, and third-party asset management. The company also provides aircraft remarketing and technical management services to airlines, banks, and other investors; debt financing and other financial services for airlines; and sells aircrafts. It operates a fleet of owned, managed, and on order aircrafts. The company was incorporated in 1993 and is headquartered in Singapore. BOC Aviation Limited operates as a subsidiary of Bank of China Limited."
2598,LIANLIAN,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Lianlian DigiTech Co., Ltd., together with its subsidiaries, provides digital payment services and value-added services to small and midsized merchants and enterprises in China. It operates through Global Payment; Domestic Payment; Value-Added Services; and Others segments. The company provides property rental and management, digital marketing, referral, account and e-wallet, software development, and information technology services. Lianlian DigiTech Co., Ltd. was incorporated in 2009 and is headquartered in Hangzhou, China."
2600,CHALCO,Aluminum,aluminum,Aluminum,Basic Materials,basic-materials,Basic Materials,"Aluminum Corporation of China Limited, together with its subsidiaries, primarily engages in the exploration and mining of bauxite, coal, and other resources in the People's Republic of China and internationally. The company operates through five segments: Alumina, Primary Aluminum, Energy, Trading, and Corporate and Other Operating. The Alumina segment mines for and purchases bauxite and other raw materials; refines bauxite into alumina; and sells alumina, as well as produces and sells refined alumina, gallium, and multi-form alumina bauxite. The Primary Aluminum segment procures alumina and other raw materials, supplemental materials, and electrical power; and produces and sells carbon, aluminum alloy, and other electrolytic aluminum products. The Energy segment mines for coal deposits; generates and sells electricity using thermal, wind, and solar power sources to regional power grid corporations; and manufactures power related equipment. The Trading segment trades in alumina, primary aluminum, aluminum fabrication products, other non-ferrous metal products, coal products, and raw and supplemental materials; and provides logistics and transport services to external customers. The Corporate and Other Operating segment provides research and development services; and engages in other aluminum-related business activities. The company is involved in the acquisition, manufacturing, and distribution of bauxite mines and limestone ore; engineering project and investment management; and import and export activities, as well as manufacturing and distribution of anode and cathode carbon products. Aluminum Corporation of China Limited was incorporated in 2001 and is headquartered in Beijing, the People's Republic of China. Aluminum Corporation of China Limited operates as a subsidiary of Chalco New Materials Co., Ltd."
2601,CPIC,Insurance - Life,insurance-life,Insurance - Life,Financial Services,financial-services,Financial Services,"China Pacific Insurance (Group) Co., Ltd., together with its subsidiaries, provides insurance products to individual and institutional customers in the People's Republic of China. It operates through Life and Health Insurance, Property and Casualty Insurance, and Other Businesses segments. The company offers life, health, automobile, liability, agricultural, property, accident, and engineering insurance products; pension and annuity insurance products; investments with insurance funds, etc.; and reinsurance products. It also provides real estate and property management, consulting, medical and health consulting, insurance agency, fund management, seniors and disabled care, elderly, nursing, real estate development and operation, technical consulting, technical, cloud computing, bid data, business, hospital management, and medical services; and senior living property investment, construction, and management services. In addition, the company offers investment management, pension fund and insurance asset management, private equity investment fund management, and non-residential real estate leasing services. It sells its products directly, as well as through agents, bancassurance, telemarketing, and internet sales. China Pacific Insurance (Group) Co., Ltd. was founded in 1991 and is headquartered in Shanghai, the People's Republic of China."
2602,ONEWO,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Onewo Inc., together with its subsidiaries, provides property management services in the People's Republic of China. It operates through three segments: Community Space Living Consumption Services; Commercial and Urban Space Integrated Services; and AIoT and BPaaS Solution Services. The company provides property services, such as residential, commercial, and urban space. It offers residential property services, that includes cleaning, security, gardening, and repair and maintenance services to property owners, property owners' associations, and residents for residential properties; and home-related asset services consisting of home sale and rental brokerage services, and home redecoration and furnishing services. In addition, the company provides commercial and urban space integrated services comprising property and facility management, value-added services for developers, and urban space integrated services; and smart property solutions, such as equipment, design, integration and construction, and remote operation services. Further, it offers smart space solutions, including smart community, city and construction sites; enterprise services consisting of electromechanical engineering and enterprise outsourcing services; and supply chain services comprising supplier settlement and intensive procurement. The company was founded in 1990 and is headquartered in Shenzhen, the People's Republic of China. Onewo Inc. operates as a subsidiary of China Vanke Co., Ltd."
2607,SH PHARMA,Medical Distribution,medical-distribution,Medical Distribution,Healthcare,healthcare,Healthcare,"Shanghai Pharmaceuticals Holding Co., Ltd. engages research, development, manufacture, distribution, and retailing of pharmaceutical and healthcare products in China and internationally. The company operates through four segments: Production, Distribution, Retail, and Others. It offers chemicals and biochemicals, Chinese medicines, healthcare products, and medical devices in various therapeutic areas, including digestive system, immune metabolism, motor neuron disease, endocrinology, cardiovascular, psychoneurotic, neoplasm, autoimmunity, systemic anti-infection, mental nerve, anti-tumor, oncology, respiratory system, nervous system, auto-immunity, hypertension, neuromyelitis, diabetes, anticholinesterase, polypeptide hormones uterine tonic, antihistamine, anti-inflammatory, anesthetic, immunomodulatory, antiviral, reflux esophagitis, analgesics, weight management, malignant peritoneal effusion, ulcerative colitis, myasthenia gravis, burn injury, anticoagulant, anti-epileptic, anticonvulsant, Alzheimer's, and inflammatory bowel diseases. The company also engages in the provision of pharmaceutical distribution, warehousing, logistics, and other value-added pharmaceutical supply chain solutions and related services to pharmaceutical manufacturers and dispensers, such as hospitals, distributors, and retail pharmacies. In addition, it engages in the operation of a network of retail pharmacy stores. The company was incorporated in 1994 and is headquartered in Shanghai, China."
2608,SUNSHINE 100,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Sunshine 100 China Holdings Ltd invests in, develops, and manages real estate properties in the People's Republic of China. The operates through Mixed-Use Business Complexes, Multi-Functional Residential Communities, Investment Properties, Property Management and Hotel Operation, and Light-Asset Operation segments. The Mixed-Use Business Complexes segment develops and sells business complex products. The Multi-Functional Residential Communities segment engages in the development and sale of residential properties, as well as develops land. The Investment Properties segment leases offices and commercial premises. The Property Management and Hotel Operation segment provides property management and hotel accommodation services. The Light-Asset Operation segment offers property selling agency and brand-use services. The company was founded in 1992 and is headquartered in Beijing, the People's Republic of China. The company is a subsidiary of Joywise Holdings Limited."
2611,GTJA,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"Guotai Junan Securities Co., Ltd. provides various financial services for individuals and institutional clients in Mainland China, Hong Kong, and internationally. It operates through six segments: Wealth Management, Investment Banking, Institutional and Trading, Investment Management, International, and Other. The company offers securities and futures brokerage, financial products, investment advisory, margin financing and securities lending, stock pledging, securities repurchase, and other services; listing sponsorship, equity and debt underwriting, structured debt financing, M&A consulting and financial advisory, and diversified corporate solutions to corporate and governmental clients; institutional brokerage, trading, investment and equity investment, seat leasing, custody and outsourcing, QFII, and other services; and investment transactions in stocks, fixed income, foreign exchange, and commodities and their derivative financial instruments, as well as integrated financial solutions for clients' investment, financing, and risk management. It also provides asset management and fund management services; and brokerage, corporate finance, and loans and financing services, as well as financial products, and market making and investment services. In addition, the company offers real estate and property management, warehouse service, cooperation hedge, corporate management consulting, venture capital investment and management, investment management, industrial investment, and investment consulting services. The company was founded in 1992 and is based in Shanghai, China"
2616,CSTONE PHARMA-B,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"CStone Pharmaceuticals, a biopharmaceutical company, researches, develops, and commercializes immuno-oncology and precision medicines to address the unmet medical needs of cancer patients in China and internationally. It offers Sugemalimab, a monoclonal antibody against programmed death (PD) ligand 1; GAVRETO, an RET inhibitor for the treatment of patients with advanced or metastatic RET-mutant medullary and RET fusion-positive thyroid cancers; and avapritinib, a KIT/PDGFRA inhibitor to treat adults with unresectable or metastatic gastrointestinal stromal tumors harboring a PDGFRA exon 18 mutation. The company's product pipeline includes Nofazinlimab, a PD-1 antibody for the treatment of patients with hepatocellular carcinoma; and Ivosidenib, an isocitrate dehydrogenase 1 (IDH1) inhibitor to treat adults with relapsed or refractory acute myeloid leukemia with an IDH1 mutation. Its products also comprise CS1002, CS2006, CS3005, CS2007, CS2008, CS6001, and CS500 for solid tumors; and CS5001 for solid tumors and hematologic malignancies. The company was incorporated in 2015 and is headquartered in Suzhou, China."
2618,JD LOGISTICS,Integrated Freight & Logistics,integrated-freight-logistics,Integrated Freight & Logistics,Industrials,industrials,Industrials,"JD Logistics, Inc., an investment holding company, provides integrated supply chain solutions and logistics services in the People's Republic of China. The company offers warehousing and distribution, express and freight delivery; courier; air cargo; line-haul transportation and last-mile delivery; bulky item, cold chain, and cross-border logistics; freight forwarder; and domestic and international transportation and delivery services, as well as technology and consulting services. It also provides value-added services, such as installment, after-sales and maintenance, logistics technology, and advertising services. The company serves fast-moving consumer goods, home appliances and home furniture, apparel, 3C, automotive, and fresh produce industries. JD Logistics, Inc. was incorporated in 2012 and is headquartered in Beijing, the People's Republic of China. JD Logistics, Inc. operates as a subsidiary of Jingdong Technology Group Corporation."
2623,ADD NEW ENERGY,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Add New Energy Investment Holdings Group Limited, an investment holding company, engages in the exploration, mining, and processing of iron and ilmenite ores in the People's Republic of China. It produces and sells iron and titanium concentrates to iron pellets and steel producers. The company's mines include Yangzhuang Iron Mine, Zhuge Shangyu Ilmenite Mine, Gaozhuang Shangyu Ilmenite, and Qinjiazhuang Ilmenite Mine. It is also involved in the trading of coarse iron powder, semi-coke, blended coal, and coke; transportation and trading of minerals; and develops clean energy, such as wind power, photovoltaic power, and solar power. The company was formerly known as China Zhongsheng Resources Holdings Limited and changed its name to Add New Energy Investment Holdings Group Limited in July 2016. Add New Energy Investment Holdings Group Limited was incorporated in 2011 and is headquartered in Yishui, the People's Republic of China."
2628,CHINA LIFE,Insurance - Life,insurance-life,Insurance - Life,Financial Services,financial-services,Financial Services,"China Life Insurance Company Limited, together with its subsidiaries, operates as a life insurance company in the People's Republic of China. The company operates through: Life Insurance Business, Health Insurance Business, Accident Insurance Business, and Other Businesses segments. It offers critical illness protection, annuity, children/women/old-age, security, life, medical, and accident protection insurance products. The company was founded in 1949 and is based in Beijing, the People's Republic of China. China Life Insurance Company Limited is a subsidiary of China Life Insurance (Group) Company."
2633,JACOBSON PHARMA,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Jacobson Pharma Corporation Limited, through its subsidiaries, develops, produces, markets, and sells generic drugs and branded healthcare products in Hong Kong, Mainland China, Macau, Singapore, and internationally. The company offers generic drugs for various therapeutic categories, including gastrointestinal disorders, cardiovascular conditions, inflammatory and autoimmune diseases, multiple myeloma treatment, oncology, breast cancer therapy, central nervous system, respiratory, oral antidiabetics, musculo-skeletal, genito-urinary, anti-infectives, endocrine and metabolic, dermatological, and anti-allergics. It also provides branded medicines; health and wellness products; and proprietary Chinese medicines; treasury services; and management services. In addition, the company engages in the manufacture, sale, trading of pharmaceutical products; property holding activities; holding of pharmaceutical licenses; trading of medical supplies; sales of healthcare and herbal products; and procurement of packaging materials. It sells its products to hospitals and clinics, and registered pharmacies, as well as to private doctors and retail outlets, and trading companies. Jacobson Pharma Corporation Limited was incorporated in 2016 and is headquartered in Kwun Tong, Hong Kong."
2638,HKELECTRIC-SS,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"HK Electric Investments and HK Electric Investments Limited, an investment holding company, engages in the generation, transmission, distribution, and supply of electricity in Hong Kong Island and Lamma Island. As of December 31, 2023, the company operated 5 coal-fired units, 5 oil-fired gas turbine units, 3 gas-fired combined-cycle units, 1 solar power system, and 1 wind turbine with an installed capacity of 3,403 megawatts. It also operated a transmission and distribution network of 6,969 kilometers, as well as served 589,000 residential, commercial, and industrial customers. The company also involved in the financing business. HK Electric Investments and HK Electric Investments Limited was incorporated in 1889 and is headquartered in Hong Kong, Hong Kong."
2660,ZENGAME,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Zengame Technology Holding Limited, an investment holding company, develops and operates mobile games primarily in the People's Republic of China. The company offers card and board games; self-developed and third-party games; and other casual mobile games. It also provides technical services. Zengame Technology Holding Limited was founded in 2010 and is headquartered in Shenzhen, the People's Republic of China."
2663,KPA-BM HLDGS,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"KPa-BM Holdings Limited, an investment holding company, provides structural engineering works with a focus on design and build projects to the private and public sectors primarily in Hong Kong and Mainland China. The company operates through Structural Engineering Works, Supply and Installation of Building Material Products, and Trading of Building Material Products segments. It provides services, such as offering solutions for complex architectural designs and construction projects. In addition, the company is involved in the processing, fabrication, manufacturing, trading, and installation of building material products; and property investment and trademark holding related activities. Further, it offers fabrication drawing services. KPa-BM Holdings Limited serves residential, commercial, industrial, educational, and infrastructural sectors. The company was founded in 1991 and is headquartered in Tsuen Wan, Hong Kong. KPa-BM Holdings Limited is a subsidiary of Success Wing Investments Limited."
2666,UNI MEDICAL,Credit Services,credit-services,Credit Services,Financial Services,financial-services,Financial Services,"Genertec Universal Medical Group Company Limited, together with its subsidiaries, offers financing and advisory services in the People's Republic of China. It operates in two segments, Finance Business and Healthcare Business. The Finance Business segment provides direct finance leasing; sale and leaseback; factoring; operating leases; and advisory services. The Healthcare Business segment engages in medical and healthcare services; hospital operation; import, export, and domestic trading of medical-related goods; equipment life cycle management; and medical digitalization services. The company is also involved in medical technology services; hospital construction and management services; and medical consulting services. It serves its products to patients, hospitals, medical equipment suppliers, and other public institutions. The company was formerly known as Universal Medical Financial & Technical Advisory Services Company Limited and changed its name to Genertec Universal Medical Group Company Limited in July 2018. Genertec Universal Medical Group Company Limited was founded in 1984 and is headquartered in Beijing, China. Genertec Universal Medical Group Company Limited operates as a subsidiary of China General Technology (Group) Holding Co.,Ltd."
2668,PAK TAK INT'L,Apparel Manufacturing,apparel-manufacturing,Apparel Manufacturing,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Pak Tak International Limited, an investment holding company, engages in the supply of non-ferrous metals and construction materials in Hong Kong and the People's Republic of China. It operates in three segments: Supply Chain Business, Property Investment, and Hotel management and Catering Services. The company also provides money lending, securities investment, leasing, trade financing, accounts receivable management, and debt collection services; manages hotel; manufactures food products; and offers catering services. Pak Tak International Limited was incorporated in 2001 and is headquartered in Wan Chai, Hong Kong."
2669,CHINA OVS PPT,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"China Overseas Property Holdings Limited, an investment holding company, provides property management services in Hong Kong, Macau, and Mainland China. It operates through Property Management Services, Value-Added Services, and Car Parking Space Trading Business segments. The Property Management Services segment offers security, repair and maintenance, cleaning, and garden landscape maintenance services to residential communities, commercial properties, government properties, and construction sites. The Value-Added Services segment offers engineering, vetting of building plans, facilities and equipment evaluation proposals, pre-delivery, move-in assistance, delivery inspection, engineering service quality monitoring and consulting services, etc. for property developers and other property management companies; and community asset management services and home living service operations for residents, as well as commercial service operations. The Car Parking Space Trading Business segment engages in the sale of various car parking spaces. It is involved in the provision of automation and other equipment upgrade services; property agency; service through online to offline platform; and trademarks holding activities. The company was formerly known as China Overseas Management Services International Limited and changed its name to China Overseas Property Holdings Limited in May 2015. The company was founded in 1986 and is headquartered in Hong Kong, Hong Kong. China Overseas Property Holdings Limited is a subsidiary of China Overseas Holdings Limited."
2678,TEXHONG INTL GP,Textile Manufacturing,textile-manufacturing,Textile Manufacturing,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Texhong International Group Limited, an investment holding company, primarily manufactures and sells yarns, grey fabrics, and non-woven and garment fabrics. It also offers dyed clothes and dresses, cotton and cotton blend yarns, greige, dyed and finished woven fabrics, threads, textile knitting products, special textile for construction, decoration products, and garments. In addition, the company processes cotton; sells denim fabric and apparel, woven garment fabrics; and trades in textile products. It sells its products in the People's Republic of China, Vietnam, Turkey, North America, Europe, Brazil, Bangladesh, Japan, South Korea, and internationally. The company was formerly known as Texhong Textile Group Limited. Texhong International Group Limited was founded in 1997 and is headquartered in Tsuen Wan, Hong Kong."
2680,INNOVAX H-NEW,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"Innovax Holdings Limited, an investment holding company, provides financial and securities services in Hong Kong. It offers corporate finance advisory services, such as IPO sponsorship, financial and independent financial advisory, and compliance advisory services; and securities dealing and brokerage services. The company also provides securities financing services, including margin financing for purchasing securities on the secondary market, as well as IPO financing for subscribing shares offered under public tranche of IPOs; and asset management services comprising fund and discretionary account management services, as well as future contracts dealing and money lending services, including personal loan. In addition, it acts as a placing or sub-placing agent for the issue of new shares by listed companies; and overall coordinator or bookrunner or lead manager or underwriter for IPOs of listing applicants. The company was founded in 2014 and is headquartered in Wan Chai, Hong Kong. Innovax Holdings Limited operates as a subsidiary of Billion Shine International Investment Limited."
2682,YUN LEE MARINE,Marine Shipping,marine-shipping,Marine Shipping,Industrials,industrials,Industrials,"Yun Lee Marine Group Holdings Limited, an investment holding company, provides maritime services in Hong Kong. It operates through Vessel Chartering and Related Services, Ship Management Services, and Marine Construction Services segments. The company offers time charter services with tugs and launches, as well as other vessels, such as dumb lighters and work boats; voyage charter services; ship management services; Kaito route services; and other related services, including vessel repair and maintenance, crew members provision, ship licensing agency, and maritime consultation. In addition, it is involved in the building, buying, and selling vessels. The company operates through a fleet of 57 self-owned vessels, as well as vessels chartered from third-party vessel suppliers. It serves marine construction companies. Yun Lee Marine Group Holdings Limited was founded in 1994 and is headquartered in Cheung Sha Wan, Hong Kong. Yun Lee Marine Group Holdings Limited is a subsidiary of Kitling Investments (BVI) Limited."
2683,WAHSUN HANDBAGS,Footwear & Accessories,footwear-accessories,Footwear & Accessories,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Wah Sun Handbags International Holdings Limited, an investment holding company, engages in the manufacture and trading of non-leather hand-bag products in the United States, Canada, and internationally. Its non-leather handbags are made of PU, PVC, and various textile materials. The company was founded in 1989 and is headquartered in Sha Tin, Hong Kong. Wah Sun Handbags International Holdings Limited is a subsidiary of Wah Sun International Holdings Limited."
2688,ENN ENERGY,Utilities - Regulated Gas,utilities-regulated-gas,Utilities - Regulated Gas,Utilities,utilities,Utilities,"ENN Energy Holdings Limited, an investment holding company, engages in the investment, construction, operation, and management of gas pipeline infrastructure in the People's Republic of China. It operates through Retail Gas Sales Business, Integrated Energy Business, Wholesale of Gas, Construction and Installation, and Value Added Business segments. The company also distributes and sells piped gas, liquefied natural gas (LNG), and other multi-energy products; operates vehicle gas refuelling stations; and provides services related to low-carbon integrated solutions. In addition, it is involved in the integrated energy business; retail of gas pipelines, and related materials and equipment; transportation of oil products and gas; and sourcing and sell of LNG, as well as wholesale and retail of LNG, CNG, gas equipment, appliances, and others; and provision of financial services. The company serves residential, commercial, and industrial customers. ENN Energy Holdings Limited was formerly known as XinAo Gas Holdings Limited and changed its name to ENN Energy Holdings Limited in September 2010. The company was founded in 1989 and is headquartered in Langfang, China."
2689,ND PAPER,Paper & Paper Products,paper-paper-products,Paper & Paper Products,Basic Materials,basic-materials,Basic Materials,"Nine Dragons Paper (Holdings) Limited, together with its subsidiaries, manufactures and sells packaging paper, printing and writing paper, and specialty paper products and pulp in the People's Republic of China. The company offers kraft, test, white top, and coated linerboard, as well as coated white cardboard and bleached folding boxboard; corrugating medium; coated duplex board; greyboard products; uncoated wood free and office paper; and container board, kraft paper, and packaging products. It provides recycled printing and writing paper; gypsum board cover paper; corrugated cardboard and carton box; and insulating paper products. The company was founded in 1995 and is headquartered in Dongguan, the People's Republic of China. Nine Dragons Paper (Holdings) Limited is a subsidiary of Best Result Holdings Limited."
2696,HENLIUS,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Shanghai Henlius Biotech, Inc. engages in the research and development of biologic medicines with a focus on oncology, autoimmune diseases, and ophthalmic diseases. It offers HANLIKANG, a rituximab injection for treating non-hodgkin lymphoma, chronic lymphocytic leukemia, and rheumatoid arthritis; HANQUYOU, a trastuzumab injection to treat breast and metastatic breast and gastric cancer; HANDAYUAN, an adalimumab injection for the treatment of rheumatoid arthritis, ankylosing spondylitis, plaque psoriasis, and uveitis; HANBEITAI, a bevacizumab injection to treat metastatic colorectal cancer (mCRC) and recurrent non-small cell lung cancer; and HANSIZHUANG, a serplulimab injection for microsatellite instability-high solid tumors. The company also develops Serplulimab to treat squamous-cell carcinomas, gastric cancer, small cell lung cancer, hepatocellular carcinoma, metastatic colorectal cancer, solid tumors, SCCHN, sqNSCLC, hepatocellular carcinoma, and esophageal squamous cell carcinoma; HLX04-O, an anti-VEGF monoclonal antibody injection for wet age-related macular degeneration; HLX22 to treat breast and metastatic gastric cancer; HLX6018 to treat idiopathic pulmonary fibrosis; HLX07, HLX22, HLX208, HLX60, HLX42, HLX43, HLX53, and HLX51 to treat solid tumors; HLX11 to treat breast cancer; HLX05, a cetuximab injection for mCRC and SCCHN; and HLX14 to treat osteoporosis. In addition, it develops HLX26 for the treatment of solid tumor and lymphoma; HLX13 to treat melanoma, renal cell carcinoma, and mCRC; and HLX15 for multiple myeloma. The company operates in Mainland China, the Asia Pacific, North and South America, and Europe. The company was founded in 2010 and is headquartered in Shanghai, China."
2699,XINMING CHINA,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Xinming China Holdings Limited, an investment holding company, operates as an integrated residential and commercial property developer in the People's Republic of China. The company operates through three segments: Property Development, Property Leasing, and Others. It develops residential units and ancillary facilities, including mid-rise apartments, high-rise apartments, and townhouses, as well as street-level retail outlets and other facilities, such as clubhouses and swimming pools. The company also invests in and leases commercial properties; and provides property management services to the owners of residential properties. As of December 31, 2021, it leased out an area of approximately 136,273.82 square meters. The company was incorporated in 2014 and is based in Hangzhou, China."
