Ticker,Co_name,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary
FL1.AX,First Lithium Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"First Lithium Limited engages in the exploration and development of minerals properties in Mali. It holds 100% interests in the Mali Lithium Project that includes two lithium bearing permits, including Faraba and Gouna located in Mali; and the Blakala Project located in Mali. The company is based in Perth, Australia."
RHY.AX,Rhythm Biosciences Limited,Diagnostics & Research,diagnostics-research,Diagnostics & Research,Healthcare,healthcare,Healthcare,"Rhythm Biosciences Limited, a medical diagnostics company, provides blood tests for the detection of cancers in Australia. It develops ColoSTAT, a blood test for the early detection of colorectal cancer. Rhythm Biosciences Limited was incorporated in 2017 and is headquartered in Parkville, Australia."
ZNC.AX,Zenith Minerals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Zenith Minerals Limited, together with its subsidiaries, engages in the exploration of mineral properties in Australia and Turkey. It explores for gold, lithium, nickel, base metal, manganese, tantalum, copper, zinc, lead, and silver deposits. The company holds interests in the Dulcie Far North project located in Western Australia; the Red Mountain property situated in Queensland; and the Waratah Well and Split Rocks projects located in Western Australia. It also holds interest in the Cowarra Gold project situated in New South Wales; the Earaheedy Zinc project located in Western Australia; and the Kavaklitepe Gold project situated in Turkey, as well as in the Auburn and Privateer properties. The company was formerly known as Zinc Co Australia Limited and changed its name to Zenith Minerals Limited in November 2010. Zenith Minerals Limited was incorporated in 2006 and is based in West Perth, Australia."
EMD.AX,Emyria Limited,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Emyria Limited engages in delivering and developing of new treatments for unmet needs in mental health and select neurological conditions in Australia. It develops MDMA-inspired medicines, including EMD-MX1, for faster-acting MDMA with improved side-effect profile for drug-assisted therapies; EMD-MX2, an adjunct for Parkinson's disease to improve side effects of a common treatment; and EMD-MX3 for other neurological indications. The company is also developing EMD-RX7/9, a CBD capsule prescription medicines for complex pain and anxiety which is under preclinical trial program; and provides psychological trauma care facility under the Pax Centre name. It has a collaboration partnership with the University of Western Australia to support the advancement of Emyria's MDMA analogue drug development program, targeting mental health and neurodegenerative diseases, including Parkinson's. The company was formerly known as Emerald Clinics Limited and changed its name to Emyria Limited in September 2020. Emyria Limited was incorporated in 2018 and is headquartered in Leederville, Australia."
ASP.AX,Aspermont Limited,Publishing,publishing,Publishing,Communication Services,communication-services,Communication Services,"Aspermont Limited provides market specific content across the resource sectors through a combination of print, digital media channels, and face to face networking channels in Australia and internationally. The company offers industry news and information for various sectors, such as mining, investment, energy, and agriculture. It also offers Mining Journal, a digital and print information service; and content creation services, as well as runs various industry events and conferences. In addition, the company provides a commercial model for B2B media, which offers high value content to subscriber base; and Mining Journal Intelligence, a research service for the mining and energy sector. Aspermont Limited was founded in 1835 and is based in Perth, Australia."
VEN.AX,Vintage Energy Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Vintage Energy Limited acquires, explores for, and develops oil and gas properties in Australia. The company owns interests in the Block CO2019-E located in the Cooper / Eromanga Basins; GSEL 672 located in Otway Basin; and EP 126 located in Bonaparte Basin. It also holds interest in Galilee and Perth Basins. Vintage Energy Limited was incorporated in 2015 and is based in Goodwood, Australia."
ZGL.AX,Zicom Group Limited,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"Zicom Group Limited manufactures and sells marine deck machinery, fluid regulating and metering stations, transit concrete mixers, foundation and geotechnical equipment, and precision engineered and automation equipment in Australia, the Philippines, Singapore, China, Bangladesh, and internationally. It operates through Green Energy, Gas & Marine Equipment; Construction Equipment; and Precision Engineering & Technologies segments. The Green Energy, Gas & Marine Equipment segment designs and supplies LNG propulsion systems, gas metering stations, compressor stations, and gas processing plants, and related equipment, parts, and services, as well as deck machinery, which include winches, windlasses, capstans, deck cranes, derricks, cable laying and lifeboat davits, shark jaws, and towing pins used in deep-sea vessels. The Construction Equipment segment provides concrete mixers; foundation equipment, including vibratory piling and impact piling hammers, boring machines, and vibroflots, as well as hydraulic drive systems, parts, and related services. This segment rents foundation equipment. The Precision Engineering & Technologies segment manufactures and supplies precision and automation equipment comprising flip chip bonders, medtech equipment, medical consumables, and engineering services. Zicom Group Limited is headquartered in Murarrie, Australia."
SPQ.AX,Superior Resources Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Superior Resources Limited engages in the exploration of mineral properties in Australia. The company primarily explores for copper, gold, nickel, platinum grade elements, zinc, lead, silver, cobalt, and uranium deposits. It holds 100% interests in the Greenvale project located in New South Wales; the Nicholson project located in north-west Queensland; and the Victor project comprising four exploration permits covering an area of 438 square kilometers located in north-west Queensland. The company was incorporated in 2005 and is based in Milton, Australia."
CTO.AX,Citigold Corporation Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Citigold Corporation Limited, together with its subsidiaries, engages in the exploration and development of mineral resources in Australia. It explores for gold and silver deposits. The company holds interest in the Charters Towers gold project located in north-eastern Queensland, Australia. Citigold Corporation Limited was incorporated in 1993 and is based in Fortitude Valley, Australia."
FRB.AX,Firebird Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Firebird Metals Limited engages in the acquisition, exploration, evaluation, and exploitation of mineral resources in Australia and China. The company's flagship project is the Oakover Manganese project which is located in the East Pilbara Manganese Province, Western Australia. The company was incorporated in 2016 and is based in Peppermint Grove, Australia."
SNG.AX,Siren Gold Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Siren Gold Limited, together with its subsidiaries, engages in the exploration and evaluation of gold properties. It primarily holds interests in the Alexander River, Big River, Reefton South, Auld Creek, and Lyell projects located within the Reefton goldfield on the South Island of New Zealand. The company also holds interest in the Golden Point, Bell Hill, Waitahu, Cumberland, and Sams Creek projects. Siren Gold Limited was incorporated in 2017 and is based in Subiaco, Australia."
GUE.AX,Global Uranium and Enrichment Limited,Uranium,uranium,Uranium,Energy,energy,Energy,"Global Uranium and Enrichment Limited engages in the exploration and development of mineral properties in Australia and North America. The company explores for uranium and gold deposits. Its flagship project is the Tallahassee Uranium project located in Colorado, the United States. The company was formerly known as Okapi Resources Limited and changed its name to Global Uranium and Enrichment Limited in November 2023. The company was incorporated in 2017 and is based in West Perth, Australia."
PIL.AX,Peppermint Innovation Limited,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Peppermint Innovation Limited engages in the development and commercialization of mobile banking, payment, and remittance platform in the Philippines and Australia. It operates through Mobile banking and Payment Services; and AI/CX services. The company's products include Bizmoto, a mobile payment system; BizmoTinda, an e-commerce platform for agents, merchants, and consumers; BizmoGo riders that provides on-demand curbside delivery and logistics services; BizmoLoan, which offers non-bank micro enterprise lending; and BizmoProtect, a mobile app based micro-insurance service, as well as white label banking software solutions. Peppermint Innovation Limited is headquartered in Perth, Australia."
ASE.AX,Astute Metals NL,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Astute Metals NL engages in the exploration and development of mineral resource properties in Australia and the United States. The company primarily explores for mineral sands, lithium, diamond, and gold deposits. Its flagship projects include the Needles lithium project located in Nevada, the United States; the Governor Broome mineral sands project situated in the south-west region of Western Australia; and the Georgina Basin IOCG project located in the East Tennant Creek province of the Northern Territory. The company was formerly known as Astro Resources NL and changed its name to Astute Metals NL in July 2023. Astute Metals NL was incorporated in 1988 and is based in Sydney, Australia."
BLU.AX,Blue Energy Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Blue Energy Limited, an energy company, engages in the exploration, evaluation, and development of conventional and unconventional oil and gas resources primarily in Queensland and the Northern Territory, Australia. The company holds a 100% interest in the ATP814P project covering an area of 1,119 square kilometers located in Northern Bowen Basin; and the ATP854P project covering an area of 771 square kilometers situated in Injune, central Queensland. It holds 50% interests in the EP199A, EP200, EP205A, EP206, EP207, EP208A, EP209A, EP210A, and EP211A projects covering an area of 111,887 square kilometers located in the Wiso Basin of Central Northern Territory. The company was incorporated in 1992 and is based in Brisbane, Australia."
KZR.AX,Kalamazoo Resources Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Kalamazoo Resources Limited explores for and develops mineral projects in Australia. The company primarily explores for gold, lithium, and base metal deposits. It holds interest in the Ashburton project covering an area of 222 square kilometers located in Paraburdoo, Western Australia; the Mallina West Gold project covering an area of 118 square kilometers located in Pilbara, Western Australia; the Snake Well North project covers an area of 112 square kilometers located in Murchison, Western Australia; and the Pear Creek project located in Pilbara, Western Australia. Kalamazoo Resources Limited was incorporated in 2011 and is based in West Perth, Australia."
VML.AX,Vital Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Vital Metals Limited engages in mineral exploration and development in Canada. It owns 100% interest in the Nechalacho Rare Earths project located in Yellowknife, Northwest Territories. The company also has an option to acquire in the Wigu Hill project located in Tanzania. Vital Metals Limited was incorporated in 2004 and is headquartered in Sydney, Australia."
NOR.AX,Norwood Systems Limited,Telecom Services,telecom-services,Telecom Services,Communication Services,communication-services,Communication Services,"Norwood Systems Limited provides mobile voice, messaging, data, and cyber security services to consumers, enterprises, and carriers worldwide. The company offers World Voicemail, a visual voicemail app; SecondLine for business and personal communication from multiple numbers on a single phone; World Phone for putting a second phone and number on smartphone; World Message, an app-to-app messaging app; World Secure, a Wi-Fi security solution; and World Wi-Fi for finding and securely connecting to Wi-Fi hotspots. It also provides Cognitive Voice platform for communications service provider; and CogVoic call screener, which protects its subscribers from call scammers and spammers. The company was founded in 2011 and is based in Nedlands, Australia."
5GG.AX,Pentanet Limited,Telecom Services,telecom-services,Telecom Services,Communication Services,communication-services,Communication Services,"Pentanet Limited engages in the provision of Internet and associated telecommunications products and services in Australia. The company operates in two segments, Internet and Telecommunication Services, and Gaming Technology. It offers fixed wireless network services under the nexus, nbn, and Opticomm brands; apartment broadband products; and business solutions. The company also provides cloud gaming services. Pentanet Limited was incorporated in 2017 and is headquartered in Balcatta, Australia."
A1G.AX,African Gold Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"African Gold Limited, together with its subsidiaries, engages in acquiring, exploring, evaluating, and exploiting mineral resource projects in Africa. It explores for gold, nickel, cobalt, copper, caesium, lithium, tantalum, and beryllium deposits. The company's flagship project is the Didievi gold project located in CÃ´te d'Ivoire. African Gold Limited was incorporated in 2018 and is headquartered in Subiaco, Australia."
DKM.AX,Duketon Mining Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Duketon Mining Limited engages in the exploration and evaluation of mineral resources in Australia. The company explores for gold, lithium, iron, uranium, nickel, copper, platinum, and palladium, as well as rare earth elements and base metals. It holds 100% interest in the Duketon project located in the Duketon Greenstone Belt, Eastern Yilgarn; the Barlee project comprising 5 tenements covering an area of 560 square kilometers located near north of Southern Cross within the Marda Â– Diemals Greenstone Belt; the Stephens project comprising 1 granted tenement located near the north-northeast of Perth; and the Doris project comprising 3 granted tenements covering an area of 168 square kilometers located near the northern edge of the Yilgarn Craton. The company was incorporated in 2012 and is based in West Perth, Australia."
ADY.AX,Admiralty Resources NL,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Admiralty Resources NL, together with its subsidiaries, engages in the mineral exploration business in Australia and Chile. It explores for iron, nickel, and cobalt deposits. The company's flagship project is the Mariposa Iron Ore Project located in Chile. Admiralty Resources NL was incorporated in 1981 and is headquartered in North Sydney, Australia."
CCE.AX,Carnegie Clean Energy Limited,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Carnegie Clean Energy Limited develops and commercializes the CETO wave energy technology, which converts ocean waves into zero-emission electricity worldwide. The company was formerly known as Carnegie Wave Energy Limited and changed its name to Carnegie Clean Energy Limited in December 2016. Carnegie Clean Energy Limited was incorporated in 1987 and is based in North Fremantle, Australia."
TM1.AX,Terra Metals Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Terra Metals Limited engages in mineral exploration and development activities in Australia. The company explores in copper, gold, nickel, platinum group elements, vanadium, and titanium. Its flagship project is the 100% owned Dante project located to the West Musgrave region of Western Australia. The company was formerly known as GCX Metals Limited and changed its name to Terra Metals Limited in April 2024. Terra Metals Limited was incorporated in 2012 and is based in Perth, Australia."
FBM.AX,Future Battery Minerals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Future Battery Minerals Limited explores for and develops mineral properties in Australia and the United States. It primarily explores for lithium, nickel, zinc, gold, copper, REE, and base and precious metal deposits. The company was formerly known as Auroch Minerals Limited and changed its name to Future Battery Minerals Limited in March 2023. Future Battery Minerals Limited was incorporated in 2011 and is based in West Perth, Australia."
FCG.AX,Freedom Care Group Holdings Limited,Medical Care Facilities,medical-care-facilities,Medical Care Facilities,Healthcare,healthcare,Healthcare,"Freedom Care Group Holdings Limited provides care and support services to individuals with disabilities in Australia. The company offers allied health services, including speech therapy, psychology, podiatry, physiotherapy, occupational therapy, exercise physiology, dietetics, and chiropractic; core support services, such as social and community participation, in-home services, and garden and yard maintenance; and day program that supports people with disabilities to participate in community-based activities and develop new skills. It also provides long and medium term, specialized disability, and respite and emergency accommodation services; and support coordination, plan management, supported employment, and school leaver employment support services. The company was incorporated in 1993 and is headquartered in Villawood, Australia."
DGR.AX,DGR Global Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"DGR Global Limited, together with its subsidiaries, engages in the exploration and development of mineral properties. It explores for crude oil, gas, gold, nickel, copper, cobalt, uranium, molybdenum, vanadium, bauxite, tin, and antimony deposits. It holds properties in Queensland, Greenville, Uganda, and Northern Territory, Australia. The company was formerly known as D'Aguilar Gold Limited and changed its name to DGR Global Limited in November 2011. DGR Global Limited was incorporated in 1991 and is based in Teneriffe, Australia."
VFX.AX,Visionflex Group Limited,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Visionflex Group Limited, together its subsidiaries, engages in the provision of healthcare and corporate online search and appointment booking services in Australia. The company offers its services through ProEX, a clinical virtual care software; Vision Telehealth Platform; and VF Sync software which develops to connect multiple ProEX Telehealth Hub. It also provides virtual healthcare solutions and peripheral medical devices that integrate into proprietary developed software for remote diagnostics and patient care. It serves aged care, rural health, remote health, general practice, indigenous healthcare, In-home care, oil, gas, and mining, merchant navy, armed forces, and corrections sectors. The company was formerly known as 1st Group Limited and changed its name to Visionflex Group Limited in November 2023. Visionflex Group Limited was incorporated in 2009 and is based in Warriewood, Australia."
Z2U.AX,Zoom2u Technologies Limited,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Zoom2u Technologies Limited provides real time tracking delivery solutions in Australia and internationally. It operates through two segments, Zoom2u and 2u Enterprises; and Locate2u. The company operates Locate2u, a software as a services platform that enables to manage and optimise deliveries for couriers, retailers, and ecommerce businesses; and Zoom2u, a delivery platform that connects customers to a network of local drivers for same day delivery. Zoom2u Technologies Limited was founded in 2014 and is headquartered in Pyrmont, Australia."
ATV.AX,ActivePort Group Ltd,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"ActivePort Group Ltd provides orchestration solutions in Australia and internationally. The company operates through ActivePort Software, Managed Service Provider, Network, and Corporate Services segments. It offers SD-Internet that provides connection to the Internet and cloud applications for single-location businesses; and network functions virtualization, a solution to virtualize components of the network. In addition, the company provides Compute, a solution to build processing platform; and Bandwidth on Demand service for managing network traffics. Further, it offers SD-WAN related products and services, as well as provides professional, managed, product integration, and support services. ActivePort Group Ltd was founded in 2017 and is headquartered in West Perth, Australia."
EME.AX,Energy Metals Limited,Uranium,uranium,Uranium,Energy,energy,Energy,"Energy Metals Limited operates as a uranium exploration company in Australia. It holds interests in eight exploration projects covering an area of approximately 2,400 square kilometers located in the Northern Territory and Western Australia. The company was formerly known as Energy Metals Pty Ltd. and changed its name to Energy Metals Limited in April 2005. The company was incorporated in 2004 and is based in West Perth, Australia. Energy Metals Limited is a subsidiary of China Uranium Development Company Limited."
BPH.AX,BPH Energy Limited,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"BPH Energy Limited invests in biotechnology and oil and gas exploration and development industries in Australia. It also offers biomedical research services. The company was formerly known as BioPharmica Limited. BPH Energy Limited was incorporated in 2001 and is headquartered in Stirling, Australia."
CMG.AX,Critical Minerals Group Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Critical Minerals Group Limited focuses on acquiring, developing, and producing critical mineral deposits used for energy storage and renewable energy applications. The company explores alumina, vanadium, molybdenum, copper, and gold deposits. The company's flagship project is the Lindfield project located in Julia Creek, north-west Queensland. The company was incorporated in 2021 and is headquartered in Brisbane, Australia."
GSN.AX,Great Southern Mining Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Great Southern Mining Limited primarily engages in the exploration and evaluation of gold deposits in Australia. The company explores for silver, nickel, copper, and other minerals. It holds a 100% interest in the Mon Ami gold project, and the Duketon gold project, Southern Star project, and East Laverton project located in Western Australia. In addition, the company holds a 100% interest in the Edinburgh Park project in North Queensland. Great Southern Mining Limited was incorporated in 2011 and is based in Balcatta, Australia."
RNT.AX,Rent.com.au Limited,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Rent.com.au Limited operates a website and technology applications that focuses on rental property market in Australia. It accepts rental property listings from agents, landlords, and renters. The company was founded in 2007 and is based in Burswood, Australia."
GTE.AX,Great Western Exploration Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Great Western Exploration Limited, together with its subsidiaries, engages in the exploration of mineral properties in Australia. It operates through Mineral Exploration, and Finance and Administration segments. The company primarily explores for gold, copper, nickel, and base metals. It holds 100% interests in the Golden Corridor Project located at northern extension of the Wiluna-Norseman Greenstone Belt; the Firebird Gold project located within the Youanmi Greenstone Belt; the Fairbairn Base Metal project located near the northern boundary of the Yilgarn Craton; the Yerrida project located on the northern and western portions of the Yerrida Basin; and the Lake Way Potash project located near south-east from Wiluna. It also holds 80% interests in the Yandal West project located within Yandal greenstone belt. The company was incorporated in 2007 and is based in Perth, Australia."
FOS.AX,FOS Capital Limited,Electrical Equipment & Parts,electrical-equipment-parts,Electrical Equipment & Parts,Industrials,industrials,Industrials,"FOS Capital Limited, through its subsidiaries, manufactures and distributes commercial luminaires, outdoor fittings, linear extruded lighting, and architectural lighting solutions in Australia and New Zealand. Its brand portfolio includes JSB, FOS lighting, formalighting, VEKTA PROFILES, FREND Lighting, megabay, hawko lighting, and Klik Systems. It also exports to Europe and the United States. The company was incorporated in 2019 and is based in Richmond, Australia. FOS Capital Limited is a subsidiary of SKM Investment Group Pty Ltd."
WSI.AX,WestStar Industrial Limited,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"WestStar Industrial Limited, an industrial services company, provides engineering, fabrication, construction, and maintenance services to resources, energy, oil and gas, petrochemical, water, defence, and infrastructure sectors in Australia. It operates through SIMPEC, Alltype, and Watmar segments. The company's services include structural and mechanical piping, and electrical and instrumentation; fluid system equipment services, maintenance, and technical solutions; pipe plate and structural steel fabrication; non-process infrastructure; rotating equipment installation; asset management; maintenance shutdowns and turnarounds; OEM equipment, technical support, parts, and services; design and construct/EPC projects; and multidiscipline turnkey projects. It also provides multidiscipline construction contracting, fabrication, and project and construction services. The company was formerly known as Precast Australia Pty Ltd. WestStar Industrial Limited was incorporated in 2006 and is based in Naval Base, Australia."
AS1.AX,Asara Resources Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Asara Resources Limited engages in the exploration and development of mineral resource properties in Australia, Guinea and Burkina Faso, and Chile. The company primarily explores for gold, silver, zinc, lead, and copper deposits. Its flagship property is the Kada Gold project located in eastern Guinea. The company was formerly known as Golden Rim Resources Ltd and changed its name to Asara Resources Limited in December 2023. Asara Resources Limited was incorporated in 1987 and is headquartered in Subiaco, Australia."
X2M.AX,X2M Connect Limited,Scientific & Technical Instruments,scientific-technical-instruments,Scientific & Technical Instruments,Technology,technology,Technology,"X2M Connect Limited, a technology company, provides Internet of Things technology for the utility sector in South Korea, China, Taiwan, and internationally. It offers gas monitoring and control; water monitoring and control; energy monitoring, control, and optimization; and data collection and delivery for artificial intelligence and data analytics applications. The company was incorporated in 2019 and is based in Mount Waverley, Australia."
AZI.AX,Altamin Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Altamin Limited engages in the identification, acquisition, and assessment of mineral properties. The company explores for zinc, lead, cobalt, nickel, copper, manganese, lithium, graphite, and silver deposits. It holds interests in the Gorno Zinc project located in Lombardy, Northern Italy; the Lazio Geothermal Lithium project situated in Lazio, Central Italy; the Punta Corna Cobalt project located in Piedmont, Northern Italy; the Corchia (VMS) Copper/Cobalt project situated in Liguria and Emilia Romagna, Northern Italy; and the Villar Graphite project located in Piedmont, Northern Italy. The company was formerly known as Alta Zinc Limited and changed its name to Altamin Limited in November 2021. Altamin Limited was incorporated in 1997 and is based in South Perth, Australia."
FZR.AX,Fitzroy River Corporation Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Fitzroy River Corporation Limited, an oil and gas, and mineral investment holding company, manages resources-based royalties and investment in Australia and New Zealand. It focuses on non-operational assets, including royalties and equity investments, as well as gold and silver. The company was incorporated in 1996 and is based in Gwelup, Australia."
LPM.AX,Lithium Plus Minerals Ltd,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Lithium Plus Minerals Ltd acquires, explores for, and develops lithium properties in Australia. The company was incorporated in 2021 and is based in Sydney, Australia."
SRN.AX,Surefire Resources NL,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Surefire Resources NL, together with its subsidiaries, explores for and reviews mineral tenement holdings in Western Australia. The company explores for critical mineral, gold, titanium, aluminium, magnetite, copper, lead, silver, vanadium, iron ore, nickel, and platinum group element deposits. Its flagship project is the Victory Bore vanadium-titanium-iron project, which consists of the Victory Bore and Unaly Hill deposits located in the mid-west of Western Australia. The company was formerly known as Black Ridge Mining NL and changed its name to Surefire Resources NL in December 2016. Surefire Resources NL was incorporated in 1998 and is based in South Perth, Australia."
SOC.AX,SOCO Corporation Ltd,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"SOCO Corporation Ltd provides information technology consultancy services in Australia. It offers Microsoft licensing, express customer relationship management (CRM), and express intranet solutions; new implementations products for SharePoint, Microsoft teams, so:control Â– document management, dynamics 365, dynamics 365 marketing, business central, and artificial intelligence; migrations, upgrades, and modernization solutions, including SharePoint on-prem to SharePoint online, non-Microsoft platforms to SharePoint online, dynamic 365 on-prem to cloud, other CRM to dynamic 365, Microsoft nav or GP to business central, dynamic 365 migrations, access database to power platform, and TRIM to SharePoint online solutions; and customizations and App integrations/extensions products, consisting viva connections, viva goals, viva topics, power platform (CoE), power pages, and power apps. The company also provides consultations for intranet, document management, information management, CRM, enterprise resource planning (ERP), digital strategy and architecture, power platform adoption, copilot for Microsoft 365, Microsoft 365 operational review, and security and compliance; and support and training services comprising managed IT support, essential 8 assessment, project management, app in a day training, and SharePoint experts hire. In addition, it offers technology solutions for Microsoft 365, dynamic 365, Microsoft security, Powe Apps, Azure preview, ServiceNow, and Microsoft data verse. The company serves government, healthcare, construction, mining and resources, energy, and education sectors. SOCO Corporation Ltd was founded in 2013 and is headquartered in Brisbane, Australia."
HTG.AX,Harvest Technology Group Limited,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Harvest Technology Group Limited provides technology solutions to connect and transfer data, video, and audio in Australia. The company offers Nodestream X, a point-to-point or machine-to-machine solution for operators that enables interaction with remote teams, asset control, and data; and Nodestream Live, a platform allows users to aggregate all video feeds into a single interface which provides situational awareness for any operation, anywhere, at any time. It provides UMV remote control, remote inspection, remote surveillance, and unmanned aerial vehicles solutions. In addition, the company is involved in hire of hardware products; and provision of project and consulting services. The company was formerly known as Smart Marine Systems Limited and changed its name to Harvest Technology Group Limited in April 2020. The company Limited was incorporated in 2011 and is headquartered in Bentley, Australia."
KNI.AX,Kuniko Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Kuniko Limited engages in the exploration of mineral properties for electromobility in Norway and Canada. The company primarily explores for copper, nickel, lithium, and cobalt deposits. It holds interest in the Ertelien and VÃ¥gÃ¥ nickel-copper-cobalt project; Skuterud cobalt project, James Bay lithium projects; Undal-Nyberget and Gullklumpan copper project; GullvÃ¥g and FlÃ¸ttum copper-zinc project; and Ringerike nickel-copper project. The company was formerly known as Koppar Resources Europe Pty Ltd. Kuniko Limited was incorporated in 2017 and is based in Perth, Australia."
LEX.AX,Lefroy Exploration Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Lefroy Exploration Limited engages in the exploration and evaluation of mineral properties in Western Australia. The company explores for gold, copper, and nickel deposits. Its flagship project is the 100% owned Lefroy Gold project that covers an area of approximately 635 square kilometers located to the southeast of Kalgoorlie. The company was formerly known as U.S. Masters Holdings Limited and changed its name to Lefroy Exploration Limited in September 2016. Lefroy Exploration Limited was incorporated in 1990 and is headquartered in Road Town, British Virgin Islands."
ANX.AX,Anax Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Anax Metals Limited engages in the exploration, evaluation, and development of mineral properties in Australia. It primarily explores for gold, silver, iron ore, copper, zinc, lead, nickel, cobalt, platinum, and base metal deposits. The company's flagship project is the Whim Creek project located in the Central Pilbara region of Western Australia. The company was formerly known as Aurora Minerals Limited and changed its name to Anax Metals Limited in September 2020. Anax Metals Limited was incorporated in 2003 and is based in West Perth, Australia."
KRR.AX,King River Resources Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"King River Resources Limited, together with its subsidiaries, engages in the exploration and development of mineral resources in Australia. The company primarily explores for gold, copper, alumina, vanadium, titanium, and iron deposits. It owns 100% interest in tenements covering approximately 351 square kilometers in the East Kimberley region in Western Australia; and 100% interest in tenements covering approximately 6,641 square kilometers in the Tennant Creek region of the Northern Territory. The company was formerly known as King River Copper Limited. King River Resources Limited was incorporated in 2002 and is based in Perth, Australia."
LLI.AX,Loyal Lithium Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Loyal Lithium Limited operates as a lithium-led battery minerals and technology company. The company holds interests in the Brisk and Trieste lithium projects are located in Quebec's James Bay Lithium District. It also holds interests in the Scotty Lithium Project located 189 km northwest of Las Vegas and 517 km from Reno, Nevada, the United States. Loyal Lithium Limited was incorporated in 2020 and is based in Peppermint Grove, Australia."
